source: https://buecker.baseball.cbssports.com/stats/stats-main?print_rows=9999
captured: 2026-09-01T09:01:51
---
ACTION|AVAIL|PLAYER|AB|R|H|1B|2B|3B|HR|RBI|BB|K|SB|CS|AVG|OBP|SLG|RANK
Action|Avail|Player|AB|R|H|1B|2B|3B|HR|RBI|BB|K|SB|CS|AVG|OBP|SLG|Rank
2743631|3B|FA|Jay Baum 3B • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2743630|3B|FA|Eguy Rosario 3B • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29295895|2B|FA|Roc Riggio 2B • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29077646|OF|FA|Jose Rodriguez OF • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26615336|OF|FA|A.J. Vukovich OF • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2836686|SS|FA|Noah Campbell SS • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50043960|OF|FA|Camden Troyer OF • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2836846|OF|FA|Tyler Esplin OF • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2933175|OF|FA|Matt Vierling OF • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29692983|2B|FA|J.T. Arruda 2B • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29090730|C|FA|Michael Turner C • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2228475|OF|FA|Champ Stuart OF • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50062043|OF|FA|Yostin Pena OF • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2119559|1B|FA|Dan Black 1B • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2823102|SS|FA|Anderson Green SS • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2932588|3B|FA|John Aiello 3B • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3104023|3B|FA|Nick Zammarelli 3B • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1740987|2B|FA|Jaime Pedroza 2B • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29075772|C|FA|Silas Ardoin C • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50043931|SS|FA|Jalin Flores SS • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1741692|OF|FA|Shannon Wilkerson OF • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2942992|C|FA|Bo Naylor C • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2932692|OF|FA|Niko Decolati OF • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171391|SS|FA|Rayder Ascanio SS • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171390|C|FA|Jose Duarte C • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29322017|SS|FA|Carlos Sanchez SS • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50043866|OF|FA|Chase Call OF • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50044374|OF|FA|Brandon Cain OF • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29075717|SS|FA|Josh Kasevich SS • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29351814|SS|FA|Nik McClaughry SS • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29322049|OF|FA|Brandon Winokur OF • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1958606|2B|FA|Nick Shaw 2B • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28847205|SS|FA|Beyker Pastran SS • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2226803|OF|FA|Austin Slater OF • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1804116|OF|FA|Felix Perez OF • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29658026|OF|FA|Eli Serrano OF • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2836735|OF|FA|Mark Contreras OF • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50043988|SS|FA|Elijah Hainline SS • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28846852|SS|FA|Raudy De Los Santos SS • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2227637|SS|FA|C.J. Hinojosa SS • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171311|C|FA|Brett Austin C • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2226659|3B|FA|Tyler Krieger 3B • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28842606|SS|FA|Jose Guzman SS • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2933024|OF|FA|Tristan Pompey OF • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2135268|C|FA|Blake Anderson C • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2226791|2B|FA|Dayner Moreira 2B • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28842590|OF|FA|Warren Saunders OF • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29086559|OF|FA|Brandon Parker OF • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2804921|OF|FA|Vince Jackson OF • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2120725|SS|FA|Justin Bohn SS • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2052583|SS|FA|Erik Gonzalez SS • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29085045|OF|FA|Alan Roden OF • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837612|SS|FA|Alan Trejo SS • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2915810|2B|FA|Manny Jefferson 2B • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29075691|C|FA|Hayden Dunhurst C • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2227775|SS|FA|Mylz Jones SS • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2774890|OF|FA|Yanio Perez OF • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29092513|C|FA|Omar Alfonzo C • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1804114|SS|FA|Junior Arias SS • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1947818|SS|FA|Glynn Davis SS • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2169716|SS|FA|Luis Gonzalez SS • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29350508|OF|FA|Alexis Hernandez OF • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2910606|3B|FA|Cristian Santana 3B • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26643934|OF|FA|Ariel Almonte OF • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29683786|SS|FA|Christian Knapczyk SS • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29088926|OF|FA|Erick Caripa OF • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29089056|SS|FA|Cole Daily SS • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2044387|OF|FA|Travis Jankowski OF • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2932972|OF|FA|Robert Neustrom OF • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2120612|C|FA|Myles Schroder C • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29321995|OF|FA|Spencer Nivens OF • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837379|1B|FA|Tyreque Reed 1B • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50058190|C|FA|Vahn Lackey C • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2836801|OF|FA|Pat DeMarco OF • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2803764|C|FA|Kyle Petty C • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837331|OF|FA|Jacob Pearson OF • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29417287|2B|FA|Demetrio Crisantes 2B • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2228190|2B|FA|Grant Kay 2B • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3107897|2B|FA|Mitchell Tolman 2B • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2921608|C|FA|Michael Hernandez C • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29686704|OF|FA|Yeremi Cabrera OF • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2828962|3B|FA|Amador Arias 3B • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2121482|SS|FA|Angel Rosa SS • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2121297|2B|FA|Emerson Landoni 2B • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50044762|C|FA|Pedro Dalmagro C • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2836798|SS|FA|Riley Delgado SS • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29077666|2B|FA|Michael Arroyo 2B • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3166986|OF|FA|Brayan Buelvas OF • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2226890|2B|FA|Jason Leblebijian 2B • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837583|OF|FA|Dan Swain OF • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29644424|2B|FA|JD Dix 2B • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29686892|C|FA|Erick Torres C • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28843185|SS|FA|Ilvin Fernandez SS • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2170136|SS|FA|Cesar Galvez SS • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171607|1B|FA|Chad Christensen 1B • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29350511|3B|FA|Jorgelys Mota 3B • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29090133|SS|FA|Junior Sanquintin SS • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2821165|SS|FA|Blake Allemand SS • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2836589|OF|FA|Randy Bednar OF • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29683715|SS|FA|Cody Schrier SS • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2069467|OF|FA|Hunter Renfroe OF • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29075793|1B|FA|Will Frizzell 1B • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2121347|OF|FA|Mason Smith OF • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29077673|2B|FA|Nikau Pouaka-Grego 2B • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29689781|2B|FA|Angel Arevalo 2B • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50041216|C|FA|Truitt Madonna C • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50041206|SS|FA|Quentin Young SS • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28843208|C|FA|Ty Duvall C • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28843218|3B|FA|Jake Means 3B • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50041111|C|FA|Jase Mitchell C • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837428|C|FA|Robie Rojas C • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2225423|1B|FA|Trae Santos 1B • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837526|SS|FA|Kevin Smith SS • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2932695|2B|FA|Raynel Delgado 2B • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29688603|OF|FA|Nomar Fana OF • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28841666|SS|FA|Aaron Shackelford SS • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2120633|2B|FA|Blake Barber 2B • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2227179|OF|FA|Johan Mieses OF • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837353|OF|FA|Robbie Podorsky OF • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2227130|3B|FA|Mike Ahmed 3B • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26643915|2B|FA|Armando Cruz 2B • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2836670|1B|FA|Dylan Burdeaux 1B • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171113|C|FA|Tyler Ogle C • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26913008|OF|FA|Carlos Jorge OF • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2228214|2B|FA|Carlos Sepulveda 2B • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28846861|SS|FA|Alejandro Pie SS • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50009371|OF|FA|Charles Davalan OF • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3157915|3B|FA|Andre Lipcius 3B • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29321989|SS|FA|Alex Mooney SS • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26643936|SS|FA|Manuel Beltre SS • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2044904|OF|FA|C.J. McElroy OF • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2804240|C|FA|Kyle Overstreet C • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2829007|2B|FA|Jose Devers 2B • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2120004|1B|FA|Garrett Cooper 1B • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2921301|2B|FA|Zach Remillard 2B • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29680495|SS|FA|Zach Evans SS • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2120353|OF|FA|Rob Refsnyder OF • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29689591|OF|FA|Jose Anderson OF • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28837105|1B|FA|Nelson Maldonado 1B • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2227478|1B|FA|Levi Hyams 1B • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2829295|C|FA|Eliezer Alfonzo C • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837633|3B|FA|Luis Vazquez 3B • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3083968|C|FA|Dean Nevarez C • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2048677|2B|FA|Angel Franco 2B • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2836534|OF|FA|Tanner Allen OF • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2507904|OF|FA|Ricardo Cespedes OF • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2822937|C|FA|Ricardo Genoves C • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171198|U|FA|Kevin Cron DH • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28843211|OF|FA|Arturo Guerrero OF • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2449429|OF|FA|Tyler Hill OF • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29686706|C|FA|Addison Kopack C • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171425|C|FA|Alex Monsalve C • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29321939|1B|FA|Cesar Gonzalez 1B • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2119292|OF|FA|Dario Pizzano OF • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28842741|OF|FA|Kennie Taylor OF • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29077664|1B|FA|Manuel Pena 1B • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2930766|OF|FA|Luis Baez OF • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1959505|3B|FA|Brian Hernandez 3B • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28846868|3B|FA|Osvaldo Tovalin 3B • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1963328|3B|FA|Daniel Lockhart 3B • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50043716|C|FA|Nelson Quiroz C • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29153554|OF|FA|Chase Davis OF • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2211757|3B|FA|Ruddy Giron 3B • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
