source: https://buecker.baseball.cbssports.com/stats/stats-main?print_rows=9999
captured: 2026-09-01T09:01:51
---
ACTION|AVAIL|PLAYER|AB|R|H|1B|2B|3B|HR|RBI|BB|K|SB|CS|AVG|OBP|SLG|RANK
Action|Avail|Player|AB|R|H|1B|2B|3B|HR|RBI|BB|K|SB|CS|AVG|OBP|SLG|Rank
29349537|OF|FA|Bryson Worrell OF • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3158362|2B|FA|Pedro Martinez 2B • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2804513|2B|FA|Blake Butler 2B • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837592|OF|FA|Logan Taylor OF • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50044773|SS|FA|Alberth Palma SS • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29693193|3B|FA|Brandon Eike 3B • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29662407|SS|FA|Angel Feliz SS • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2064804|C|FA|Tom Murphy C • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28841049|OF|FA|Matt Lloyd OF • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837512|SS|FA|Demetrius Sims SS • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837220|C|FA|Jan Mercado C • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2836769|SS|FA|Trei Cruz SS • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29295908|3B|FA|Ben Williamson 2B,3B,SS • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29295918|C|FA|Alberto Rios C • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29321945|OF|FA|Raylin Heredia OF • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2121446|2B|FA|Brock Hebert 2B • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29350973|SS|FA|Johnny Olmstead SS • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29686707|SS|FA|Kleimir Lemos SS • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2822030|C|FA|Hendrik Clementina C • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2766205|3B|FA|Blake Tiberi 3B • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29087631|OF|FA|Miguel Ugueto OF • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50044678|OF|FA|Derek Datil OF • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2447462|C|FA|Austin Allen C • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3077705|2B|FA|Reivaj Garcia 2B • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2932868|C|FA|Bryan Lavastida C • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29692989|C|FA|Mac Guscette C • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28843223|SS|FA|Edryn Rodriguez SS • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1962834|2B|FA|David Gonzalez 2B • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3151954|OF|FA|Alexander Ramirez OF • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2824106|SS|FA|Agustin Marte SS • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2824604|OF|FA|Reshard Munroe OF • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29085482|C|FA|James Free C • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2801262|1B|FA|Jacob Bosiokovic 1B • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50041365|1B|FA|Enyervert Perez 1B • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2227180|OF|FA|Darius Day OF • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29684941|OF|FA|Lisbel DIaz OF • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
549244|SS|FA|Juan Ciriaco SS • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2227181|OF|FA|Zach Nehrir OF • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28842588|OF|FA|Matt Rudick OF • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50042258|SS|FA|Jhoan De La Cruz SS • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2828977|SS|FA|Alexander Campos SS • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29086405|OF|FA|Diego Mosquera OF • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171834|3B|FA|Nick Basto 3B • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29342433|2B|FA|Angel Pierre 2B • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29644236|C|FA|Nick Montgomery C • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29322043|SS|FA|Joendry Vargas SS • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29295901|3B|FA|Jake Gelof 3B • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29295911|SS|FA|Mitch Jebb SS • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26719712|2B|FA|Cooper Kinney 2B • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29686498|3B|FA|Jeffrey Mercedes 3B • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2804020|2B|FA|Andrew Ely 2B • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2804021|C|FA|Seby Zavala C • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29088488|OF|FA|Jauri Custodio OF • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28838049|C|FA|Juan Santander C • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2228460|C|FA|Tyler Baker C • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29685394|3B|FA|Freili Encarnacion 3B • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28840204|2B|FA|Hunter Stovall 2B • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29692617|1B|FA|Hunter Fitz-Gerald 1B • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26615383|OF|FA|Zach Watson OF • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29322021|OF|FA|Anthony Scull OF • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26913048|OF|FA|Jose Ramos OF • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2839284|C|FA|Nerio Rodriguez C • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2829330|C|FA|Geraldi Diaz C • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29075721|OF|FA|Justin Boyd OF • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2921037|C|FA|Juan Kelly C • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2165524|C|FA|Stephen McGee C • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2227636|SS|FA|Dillon Dobson SS • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29692324|3B|FA|Drew Compton 3B • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28920027|3B|FA|Mikey Romero 3B • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29683512|OF|FA|Douglas Hodo III OF • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50025091|OF|FA|Cristian Arguelles OF • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171881|C|FA|Juan Gomes C • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3077698|OF|FA|Thomas Jones OF • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50044862|3B|FA|Starlyn Nunez 3B • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29348839|C|FA|David Martin C • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2933059|SS|FA|Manny Rodriguez SS • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29680224|OF|FA|Jayden Jobert OF • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2836579|SS|FA|Olivier Basabe SS • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50042285|SS|FA|Liberts Aponte SS • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2825402|2B|FA|Leonardo Rivas 2B,3B • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29085034|SS|FA|Mike Jarvis SS • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2921053|3B|FA|Bobby Wernes 3B • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2836943|2B|FA|Ryan Grotjohn 2B • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3168848|OF|FA|Hedbert Perez OF • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1946521|SS|FA|Jonathan Galvez SS • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50009352|SS|FA|Tate Southisene SS • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28839913|OF|FA|Joey Loperfido OF • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2169913|3B|FA|Chris Mariscal 3B • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2117123|C|FA|Francisco Mejia C • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50043814|OF|FA|Angeibel Gomez OF • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2447474|C|FA|Chris Okey C • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28838046|SS|FA|Yohander Martinez SS • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1954883|1B|FA|Ricky Oropesa 1B • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29686863|3B|FA|Dylan Jasso 3B • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50044698|OF|FA|Kole Myers OF • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3152049|2B|FA|Orelvis Martinez 2B • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26913041|OF|FA|Luis Gonzalez OF • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29322028|3B|FA|Luis Suisbel 3B • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26793415|1B|FA|Juan Yepez 1B • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29075728|C|FA|Logan Tanner C • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1956991|2B|FA|Heiker Meneses 2B • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2915595|OF|FA|Jake Ring OF • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2931024|C|FA|Julio Rodriguez C • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29692186|OF|FA|Tommy Specht OF • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2921058|2B|FA|Nate Mondou 2B • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29089626|C|FA|Victor Planchart C • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29676689|OF|FA|Titus Dumitru OF • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3152901|SS|FA|Alexander Vargas SS • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29680511|C|FA|John Michael Faile C • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28838270|OF|FA|Hill Alexander OF • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29089454|SS|FA|Maick Collado SS • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2823528|OF|FA|Jared James OF • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29077643|1B|FA|Johan Barrios 1B • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29321937|C|FA|Johanfran Garcia C • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29662446|2B|FA|Javier Mogollon 2B • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29678277|1B|FA|Keaton Anthony 1B • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29687768|OF|FA|Jose Suarez OF • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2734000|3B|FA|Bradley Jones 3B • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3077693|1B|FA|Austin Davidson 1B • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2135255|3B|FA|Cole Tucker 3B • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837044|OF|FA|Bryce Johnson OF • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2118829|2B|FA|Gerson Montilla 2B • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50042274|C|FA|Gabriel Davalillo C • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2932656|C|FA|Kole Cottam C • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837156|1B|FA|Bligh Madris 1B • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2066815|OF|FA|Austin Wilson OF • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28920022|C|FA|Daniel Susac C • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
27022479|2B|FA|Patrick Dorrian 2B • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837295|1B|FA|Quincy Nieporte 1B • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29692326|OF|FA|Avery Owusu-Asiedu OF • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2227749|1B|FA|Jared Walsh 1B • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29351813|OF|FA|Cole Gabrielson OF • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3158557|2B|FA|Tyler Fitzgerald 2B • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29360065|OF|FA|Johnathon Thomas OF • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50045055|2B|FA|Brady O'Brien 2B • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3157275|C|FA|Carlos Perez C • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171293|3B|FA|Luis Mendez 3B • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29086557|OF|FA|Alan Mejia OF • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29680226|OF|FA|Yordalin Pena OF • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2910618|OF|FA|Malique Ziegler OF • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1953529|OF|FA|Phillip Evans OF • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29675800|SS|FA|Dominic Pitelli SS • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50009357|OF|FA|Jace LaViolette OF • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3107126|SS|FA|Nicholas Shumpert SS • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837229|OF|FA|Jake Meyers OF • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28840219|OF|FA|Cody Orr OF • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26911688|SS|FA|Calvin Conley SS • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29632436|1B|FA|Romeo Sanabria 1B • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28839436|C|FA|Jon Rosoff C • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2921888|2B|FA|Rougned Jose Odor 2B • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837215|3B|FA|Jesse Medrano 3B • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3158533|SS|FA|Quincy McAfee SS • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2228482|OF|FA|Connor Marabell OF • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28838044|2B|FA|Bryan Arias 2B • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29090711|OF|FA|Yhoangel Aponte OF • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2910613|SS|FA|Chris Seise SS • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2122176|C|FA|Xorge Carrillo C • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50043900|OF|FA|Dashyll Tejeda OF • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2836840|1B|FA|Drew Ellis 1B • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2836841|OF|FA|Duke Ellis OF • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29686885|1B|FA|Derlin Figueroa 1B • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
27022496|C|FA|Kale Emshoff C • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28920030|2B|FA|Eric Brown 2B • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
