source: https://buecker.baseball.cbssports.com/stats/stats-main/fa:P/period-22:p/standard/projections?print_rows=9999
captured: 2026-08-22T20:24:42
---
ACTION|AVAIL|PLAYER|INNS|APP|GS|QS|CG|W|L|S|BS|HD|K|BB|H|ERA|WHIP|RANK
Action|Avail|Player|INNs|APP|GS|QS|CG|W|L|S|BS|HD|K|BB|H|ERA|WHIP|Rank
1963330|P|FA|Chris Devenski P • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2829006|P|FA|Yefri Del Rosario P • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2910636|P|FA|Brett Adcock P • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2932960|P|FA|Cody Morris P • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29692173|P|FA|Yeuris Jimenez P • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2842941|P|FA|Matthew Wivinis P • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2227794|P|FA|Tyler Davis P • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3117538|P|FA|Alek Manoah P • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3152799|P|FA|Thomas Jankins P • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
28838022|P|FA|Andrew Gross P • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2121685|P|FA|Ronald Shaban P • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2837419|P|FA|Brody Rodning P • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2135330|P|FA|Tyler Skulina P • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29077669|P|FA|Nathanael Heredia P • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2933189|P|FA|Troy Watson P • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3085540|P|FA|Thomas Burrows P • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29662211|P|FA|Brayan Mendoza P • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29677722|P|FA|Kelvin Ramirez P • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2824806|P|FA|Willy Ortiz P • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
26913414|P|FA|Cristian Mena P • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
28838275|P|FA|Michael Gomez P • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
1894636|P|FA|Tyler Anderson P • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29085028|P|FA|J.C. Flowers P • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2930965|P|FA|Cruz Noriega P • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50041191|P|FA|Cole Hertzler P • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2120530|P|FA|Ryan Doolittle P • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2921577|P|FA|Keaton Steele P • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29644527|P|FA|Trevor Harrison P • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29342235|P|FA|Kyle Brnovich P • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2170011|P|FA|Brandon Alger P • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29675802|P|FA|Carter Spivey P • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29084410|P|FA|Robbie Baker P • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2136146|P|FA|Drew Rucinski P • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
26615444|P|FA|Tyler Dyson P • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2932676|P|FA|Brett Daniels P • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29179447|P|FA|John McMillon P • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29077617|P|FA|Jairo Iriarte P • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2824403|P|FA|Julian Merryweather P • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
28839741|P|FA|Garvin Alston P • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29644534|P|FA|Owen Wild P • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2824335|P|FA|Jean-Carlos Mejia P • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2509402|P|FA|Nick Routt P • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3158173|P|FA|Bryan Brickhouse P • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
26911739|P|FA|Colin Peluse P • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2803669|P|FA|John Curtiss P • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
1963323|P|FA|Victor Mateo P • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2744040|P|FA|Travis Hissong P • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29342271|P|FA|Devereaux Harrison P • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29687817|P|FA|Vicarte Domingo P • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29676968|P|FA|Felipe De La Cruz P • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2921392|P|FA|Luke Leftwich P • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
1795985|P|FA|Justin Wilson P • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29342362|P|FA|Austin Vernon P • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2836575|P|FA|Cole Bartlett P • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3094728|P|FA|Kevin McCanna P • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2171825|P|FA|John Kuchno P • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3077701|P|FA|Bruce Zimmermann P • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50028318|P|FA|Dylan Ross P • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29321927|P|FA|Jose Fleury P • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2768555|P|FA|Mason Thompson P • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29687309|P|FA|Wander Arias P • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29084373|P|FA|Jacob Webb P • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29675841|P|FA|Daniel Nunez P • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2027498|P|FA|Chase Anderson P • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2921414|P|FA|Mason McCullough P • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2507524|P|FA|Francisco Rios P • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3085231|P|FA|Jeremy Rhoades P • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50044005|P|FA|Darren Bowen P • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50037913|P|FA|JeanPierre Ortiz P • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29662098|P|FA|Anderson Brito P • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
26911770|P|FA|Will Klein P • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2114419|P|FA|Cody Winiarski P • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3151908|P|FA|Kendall Williams P • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29342357|P|FA|Grayson Thurman P • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2170525|P|FA|P.J. Francescon P • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2120119|P|FA|Nate Reed P • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50062254|P|FA|Breyner Figuereo P • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2117127|P|FA|Nick Wittgren P • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
28837033|P|FA|Chase Lee P • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50043838|P|FA|Leonard Garcia P • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2216702|P|FA|Robby Rowland P • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29676009|P|FA|Garrett Burhenn P • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29685386|P|FA|Thomas Schultz P • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2823678|P|FA|Brett Kennedy P • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50009355|P|FA|Kruz Schoolcraft P • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29685398|P|FA|Austin Smith P • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3090245|P|FA|Phillip Diehl P • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3094346|P|FA|Dario Beltre P • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
26911812|P|FA|Alec Willis P • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50041357|P|FA|Dalton Pence P • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
26861458|P|FA|Anderson Severino P • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50043928|P|FA|Nick Trabacchi P • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2443613|P|FA|Chris Flexen P • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
1725478|P|FA|Tyler Chatwood P • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50041362|P|FA|Landon Harmon P • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
1794703|P|FA|Stetson Allie P • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2835078|P|FA|Tanner Houck P • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29644498|P|FA|Levi Sterling P • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
26912507|P|FA|Jimmy Endersby P • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2066310|P|FA|Rob Kaminsky P • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
26635161|P|FA|Nick Robertson P • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2931289|P|FA|Yohanse Morel P • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29077335|P|FA|Andrew Hoffmann P • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29644486|P|FA|Chase Mobley P • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29077090|P|FA|Dalton Roach P • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29354500|P|FA|Valentin Linarez P • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
28838277|P|FA|Ian Leatherman P • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2835966|P|FA|Emilker Guzman P • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2932049|P|FA|Jayson Schroeder P • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2921611|P|FA|Logan Lombana P • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29644413|P|FA|Ethan Bagwell P • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2830066|P|FA|Jack Dallas P • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3157100|P|FA|Joe Barlow P • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29644474|P|FA|Griffin Herring P • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
1987620|P|FA|Adonys Cardona P • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50041330|P|FA|Ryan Lambert P • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29675136|P|FA|Shinnosuke Ogasawara P • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29644492|P|FA|Ethan Schiefelbein P • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3152270|P|FA|Stephen Woods P • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2915786|P|FA|Yoanys Quiala P • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3166984|P|FA|Braeden Ogle P • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29077672|P|FA|Nick Nastrini P • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50041095|P|FA|Aaron Watson P • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29342307|P|FA|Justin Meis P • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50043922|P|FA|Josh Blum P • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29034796|P|FA|Adrian Santana P • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
26861452|P|FA|Randy Rodriguez P • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2739965|P|FA|Daury Torrez P • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
26911818|P|FA|Chad Dallas P • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2118874|P|FA|Chad Green P • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2036154|P|FA|Alex Wood P • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2824791|P|FA|Oliver Ortega P • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29089080|P|FA|Tristan Stivors P • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3158534|P|FA|Mac Marshall P • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29352614|P|FA|Denny Bentley P • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2836570|P|FA|Charlie Barnes P • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
26911809|P|FA|Michael Morales P • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
28838091|P|FA|Mitchell Stumpo P • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50044142|P|FA|Kelly Austin P • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50043454|P|FA|Alexander Alberto P • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2507336|P|FA|Joey Lucchesi P • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2449983|P|FA|Keegan Akin P • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3152116|P|FA|Matthew Thompson P • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2921367|P|FA|Patrick Ruotolo P • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2218313|P|FA|Matt Carasiti P • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2821213|P|FA|Adbert Alzolay P • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2804234|P|FA|Wendolyn Bautista P • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2825259|P|FA|Luis Ramirez P • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2226389|P|FA|Tyler Mapes P • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29092530|P|FA|T.J. Brock P • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29672112|P|FA|Ryan Och P • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29632449|P|FA|Ryan Webb P • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50044384|P|FA|Hunter Parks P • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29085282|P|FA|Coleman Huntley P • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29075756|P|FA|Richard Fitts P • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2933155|P|FA|Connor Van Scoyoc P • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29345487|P|FA|Pedro Santos P • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2836746|P|FA|Seth Corry P • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2932060|P|FA|Lenny Torres P • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2921502|P|FA|Conor Fisk P • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2821135|P|FA|Jorge Alcala P • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
